Donation_Id,Donor_ID,Received_Date,Created_At,Amount,Deductible_Amount,Total_Donation_Amount,Fund,Donation_Type,Memo,Source,Transaction_Net,Letter_Sent,Email_Sent,Is_Company?
9841135,8456855,28-Apr-20,"Tuesday, March 16, 2021 at 09:31 PM",10,10,10,General Support,United Way,,Individual Contributions,10,,,FALSE
9841137,8456855,28-Jan-19,"Tuesday, March 16, 2021 at 09:36 PM",10,10,10,General Support,United Way,,Individual Contributions,10,,,FALSE
9841143,8456856,28-Jan-19,"Tuesday, March 16, 2021 at 09:41 PM",30,30,30,General Support,United Way,,Individual Contributions,30,,,FALSE
9841144,8456856,23-Apr-19,"Tuesday, March 16, 2021 at 09:41 PM",30,30,30,General Support,United Way,,Individual Contributions,30,,,FALSE
9841152,8456890,23-Apr-19,"Tuesday, March 16, 2021 at 09:45 PM",15,15,15,General Support,United Way,,Individual Contributions,15,,,FALSE
9841153,8456890,28-Jan-19,"Tuesday, March 16, 2021 at 09:45 PM",15,15,15,General Support,United Way,,Individual Contributions,15,,,FALSE
9841154,8456868,23-Apr-19,"Tuesday, March 16, 2021 at 09:47 PM",96,96,96,General Support,United Way,From Lance,Individual Contributions,96,,,FALSE
9841156,8456868,23-Apr-19,"Tuesday, March 16, 2021 at 09:47 PM",96,96,96,General Support,United Way,From Kari,Individual Contributions,96,,,FALSE
9841158,8456865,28-Jan-19,"Tuesday, March 16, 2021 at 09:50 PM",12.5,12.5,12.5,General Support,United Way,,Individual Contributions,12.5,,,FALSE
9844086,491143,19-Mar-21,"Friday, March 19, 2021 at 09:24 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Friday, March 19, 2021 at 09:25 PM",,FALSE
9844094,7719311,19-Mar-21,"Friday, March 19, 2021 at 09:35 PM",50,50,50,General Support,Check,,Individual Contributions,50,"Friday, March 19, 2021 at 09:37 PM",,FALSE
9844101,7702449,19-Mar-21,"Friday, March 19, 2021 at 09:47 PM",10,10,10,General Support,Check,,Individual Contributions,10,,,TRUE
9844106,2930120,19-Mar-21,"Friday, March 19, 2021 at 10:15 PM",685.63,685.63,685.63,General Support,Check,FEMA funds,Foundations/Grants/Government,685.63,,,TRUE
9845395,8818379,18-Mar-21,"Monday, March 22, 2021 at 06:15 PM",20.16,20.16,20.16,General Support,Online Donation,Monthly,Individual Contributions,20.16,,,FALSE
9845398,8713712,19-Mar-21,"Monday, March 22, 2021 at 06:16 PM",75,75,75,General Support,Online Donation,Monthly,Individual Contributions,75,,,FALSE
9845403,8197929,20-Mar-21,"Monday, March 22, 2021 at 06:17 PM",252,252,252,General Support,Online Donation,Monthly,Individual Contributions,252,,,FALSE
9845404,3941259,21-Mar-21,"Monday, March 22, 2021 at 06:18 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9845406,8670663,21-Mar-21,"Monday, March 22, 2021 at 06:19 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9845409,6769814,22-Mar-21,"Monday, March 22, 2021 at 06:20 PM",25.2,25.2,25.2,General Support,Online Donation,Monthly,Individual Contributions,25.2,,,FALSE
9845414,9111320,22-Mar-21,"Monday, March 22, 2021 at 06:22 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9845436,9116898,21-Mar-21,"Monday, March 22, 2021 at 06:27 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9847974,8677868,24-Mar-21,"Wednesday, March 24, 2021 at 05:50 PM",300,300,300,General Support,Check,In memory of Ruth Williams,Individual Contributions,300,"Wednesday, March 24, 2021 at 05:52 PM",,FALSE
9847976,6973879,24-Mar-21,"Wednesday, March 24, 2021 at 05:56 PM",1000,1000,1000,General Support,Check,,Churches & Clubs,1000,"Wednesday, March 24, 2021 at 05:57 PM",,TRUE
9848147,7369459,24-Mar-21,"Wednesday, March 24, 2021 at 11:27 PM",51.43,51.43,51.43,General Support,Online Donation,Monthly,Individual Contributions,51.43,,,FALSE
9848625,8667002,24-Mar-21,"Thursday, March 25, 2021 at 08:44 PM",75,75,75,General Support,Online Donation,Monthly,Individual Contributions,75,,,FALSE
9849421,6279279,26-Mar-21,"Friday, March 26, 2021 at 08:54 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9850576,9117839,12-Feb-21,"Monday, March 29, 2021 at 05:32 PM",500,500,500,General Support,Direct Deposit,Match for Jonathan Hughes donation,Corporate,500,,,TRUE
9850589,6370302,27-Mar-21,"Monday, March 29, 2021 at 05:46 PM",42,42,42,General Support,Online Donation,Monthly,Individual Contributions,42,,,FALSE
9850592,7716745,28-Mar-21,"Monday, March 29, 2021 at 05:51 PM",107.67,107.67,107.67,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,107.67,,,FALSE
9851683,8301586,28-Mar-21,"Tuesday, March 30, 2021 at 04:15 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9852238,9045274,27-Mar-21,"Tuesday, March 30, 2021 at 10:53 PM",75,75,75,General Support,Direct Deposit,Monthly donation via Benevity - MyRewards ,Individual Contributions,75,,,FALSE
9852243,8796400,30-Mar-21,"Tuesday, March 30, 2021 at 10:59 PM",30,30,30,General Support,Cash,Golf shirts sale,Individual Contributions,30,,,FALSE
9852246,8542967,30-Mar-21,"Tuesday, March 30, 2021 at 11:13 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9852252,8538189,29-Mar-21,"Tuesday, March 30, 2021 at 11:26 PM",700,700,700,General Support,Check,,Individual Contributions,700,"Tuesday, March 30, 2021 at 11:29 PM",,FALSE
9852255,9090563,29-Mar-21,"Tuesday, March 30, 2021 at 11:32 PM",300,300,300,General Support,Check,,Individual Contributions,300,"Tuesday, March 30, 2021 at 11:34 PM",,FALSE
9852259,8675996,29-Mar-21,"Tuesday, March 30, 2021 at 11:35 PM",700,700,700,General Support,Check,,Individual Contributions,700,"Tuesday, March 30, 2021 at 11:36 PM",,FALSE
9852263,491194,29-Mar-21,"Tuesday, March 30, 2021 at 11:41 PM",800,800,800,General Support,Check,,Churches & Clubs,800,,,TRUE
9852264,7199761,29-Mar-21,"Tuesday, March 30, 2021 at 11:46 PM",400,400,400,General Support,Check,Shower supplies,Churches & Clubs,400,,,TRUE
9852265,6540703,29-Mar-21,"Tuesday, March 30, 2021 at 11:51 PM",736.59,736.59,736.59,General Support,Check,,Individual Contributions,736.59,,,TRUE
9852283,8715102,30-Mar-21,"Wednesday, March 31, 2021 at 12:12 AM",20.76,20.76,20.76,General Support,Online Donation,Monthly,Individual Contributions,20.76,,,FALSE
9852284,6590912,30-Mar-21,"Wednesday, March 31, 2021 at 12:13 AM",37.11,37.11,37.11,General Support,Online Donation,Monthly,Individual Contributions,37.11,,,FALSE
9852941,6154809,31-Mar-21,"Wednesday, March 31, 2021 at 07:48 PM",355,355,355,General Support,Check,,Churches & Clubs,355,,,TRUE
9853000,9118384,31-Mar-21,"Wednesday, March 31, 2021 at 09:59 PM",10,10,10,General Support,Money Order,,Individual Contributions,10,,,FALSE
9856225,8670494,18-Mar-21,"Tuesday, April 06, 2021 at 12:52 AM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9856226,635138,1-Apr-21,"Tuesday, April 06, 2021 at 12:54 AM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
9856227,8672997,31-Mar-21,"Tuesday, April 06, 2021 at 12:55 AM",10,10,10,General Support,Online Donation,Monthly,Individual Contributions,10,,,FALSE
9856229,8683839,1-Apr-21,"Tuesday, April 06, 2021 at 12:56 AM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9856230,1098438,1-Apr-21,"Tuesday, April 06, 2021 at 12:57 AM",59,59,59,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,59,,,FALSE
9856231,8673377,1-Apr-21,"Tuesday, April 06, 2021 at 12:58 AM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9856232,8662786,3-Apr-21,"Tuesday, April 06, 2021 at 12:59 AM",100.8,100.8,100.8,General Support,Online Donation,Monthly,Individual Contributions,100.8,,,FALSE
9856233,8683830,5-Apr-21,"Tuesday, April 06, 2021 at 01:00 AM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9856235,9085047,5-Apr-21,"Tuesday, April 06, 2021 at 01:01 AM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9856236,6737424,5-Apr-21,"Tuesday, April 06, 2021 at 01:02 AM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9856237,8660803,5-Apr-21,"Tuesday, April 06, 2021 at 01:03 AM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9857069,8796400,6-Apr-21,"Tuesday, April 06, 2021 at 08:00 PM",134,134,134,General Support,Cash,Yard sale earnings,Individual Contributions,134,,,FALSE
9857071,8796400,6-Apr-21,"Tuesday, April 06, 2021 at 08:00 PM",6,6,6,General Support,Cash,Community store earnings,Individual Contributions,6,,,FALSE
9857087,8665298,6-Apr-21,"Tuesday, April 06, 2021 at 08:07 PM",500,500,500,General Support,Check,,Individual Contributions,500,"Tuesday, April 06, 2021 at 08:09 PM",,FALSE
9857094,8389646,6-Apr-21,"Tuesday, April 06, 2021 at 08:20 PM",200,200,200,General Support,Check,,Individual Contributions,200,"Tuesday, April 06, 2021 at 08:35 PM",,FALSE
9857096,6928123,6-Apr-21,"Tuesday, April 06, 2021 at 08:21 PM",300,300,300,General Support,Online Donation,Monthly,Corporate,300,,,TRUE
9857188,8676670,6-Apr-21,"Tuesday, April 06, 2021 at 09:37 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9857196,8670494,6-Apr-21,"Tuesday, April 06, 2021 at 10:02 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly (new Give Lively subscription),Individual Contributions,25.87,,,FALSE
9859047,8669536,6-Apr-21,"Thursday, April 08, 2021 at 05:21 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9859049,9119491,7-Apr-21,"Thursday, April 08, 2021 at 05:23 PM",100,100,100,General Support,Online Donation,,Individual Contributions,100,,,FALSE
9859131,6370302,7-Apr-21,"Thursday, April 08, 2021 at 06:47 PM",255.93,255.93,255.93,General Support,Online Donation,,Individual Contributions,255.93,,,FALSE
9859133,8538275,8-Apr-21,"Thursday, April 08, 2021 at 06:48 PM",1000,1000,1000,General Support,Check,Spring Appeal,Individual Contributions,1000,"Monday, April 12, 2021 at 09:58 PM",,FALSE
9861600,5859050,12-Apr-21,"Monday, April 12, 2021 at 09:11 PM",100,100,100,General Support,Check,Monthly,Individual Contributions,100,,,FALSE
9861603,8542967,12-Apr-21,"Monday, April 12, 2021 at 09:15 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9861611,6154796,12-Apr-21,"Monday, April 12, 2021 at 09:21 PM",200,200,200,General Support,Check,Rent April,Individual Contributions,200,,,TRUE
9861614,6856809,12-Apr-21,"Monday, April 12, 2021 at 09:24 PM",4243,4243,4243,General Support,Check,Tiffany paycheck,Foundations/Grants/Government,4243,,,TRUE
9861618,2930120,12-Apr-21,"Monday, April 12, 2021 at 09:27 PM",2771.11,2771.11,2771.11,General Support,Check,FEMA funds,Foundations/Grants/Government,2771.11,,,TRUE
9861621,491132,12-Apr-21,"Monday, April 12, 2021 at 09:29 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Monday, April 12, 2021 at 09:34 PM",,FALSE
9861622,8673950,12-Apr-21,"Monday, April 12, 2021 at 09:29 PM",250,250,250,General Support,Check,,Individual Contributions,250,"Monday, April 12, 2021 at 09:30 PM",,FALSE
9861633,491151,12-Apr-21,"Monday, April 12, 2021 at 09:36 PM",1000,1000,1000,General Support,Check,,Individual Contributions,1000,"Monday, April 12, 2021 at 09:38 PM",,FALSE
9862681,9045274,27-Feb-21,"Tuesday, April 13, 2021 at 11:17 PM",75,75,75,General Support,Direct Deposit,Monthly via Benevity,Individual Contributions,75,,,FALSE
9862682,9045280,27-Feb-21,"Tuesday, April 13, 2021 at 11:18 PM",75,75,75,General Support,Direct Deposit,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9862683,7864038,27-Feb-21,"Tuesday, April 13, 2021 at 11:21 PM",3.08,3.08,3.08,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,3.08,,,FALSE
9862684,8515063,27-Feb-21,"Tuesday, April 13, 2021 at 11:22 PM",1.92,1.92,1.92,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,1.92,,,FALSE
9862686,8696834,27-Feb-21,"Tuesday, April 13, 2021 at 11:26 PM",0.96,0.96,0.96,General Support,Direct Deposit,Match for Neil McGown donation through Benevity,Corporate,0.96,,,TRUE
9862687,8696834,27-Feb-21,"Tuesday, April 13, 2021 at 11:26 PM",1.54,1.54,1.54,General Support,Direct Deposit,Match for Tegan Schlatter donation through Benevity,Corporate,1.54,,,TRUE
9862692,9097379,10-Apr-21,"Tuesday, April 13, 2021 at 11:46 PM",100,100,100,General Support,Online Donation,Monthly,Individual Contributions,100,,,FALSE
9862693,9109614,11-Apr-21,"Tuesday, April 13, 2021 at 11:47 PM",102.56,102.56,102.56,General Support,Online Donation,Monthly,Individual Contributions,102.56,,,FALSE
9862695,8531572,13-Apr-21,"Tuesday, April 13, 2021 at 11:49 PM",400,400,400,General Support,Online Donation,,Individual Contributions,400,,,FALSE
9868545,8673391,16-Apr-21,"Monday, April 19, 2021 at 06:06 PM",103.63,103.63,103.63,General Support,Online Donation,,Individual Contributions,103.63,,,FALSE
9868548,8818379,18-Apr-21,"Monday, April 19, 2021 at 06:08 PM",20.16,20.16,20.16,General Support,Online Donation,Monthly,Individual Contributions,20.16,,,FALSE
9868764,8713712,19-Apr-21,"Monday, April 19, 2021 at 07:21 PM",75,75,75,General Support,Online Donation,Monthly,Individual Contributions,75,,,FALSE
9868777,8796400,19-Apr-21,"Monday, April 19, 2021 at 07:31 PM",66,66,66,General Support,Cash,Community store earnings,Individual Contributions,66,,,FALSE
9868781,8207952,16-Apr-21,"Monday, April 19, 2021 at 07:35 PM",373,373,373,General Support,Cash,Lost & Found cash,Individual Contributions,373,,,TRUE
9868785,8207952,19-Apr-21,"Monday, April 19, 2021 at 07:38 PM",621,621,621,General Support,Cash,Lost & Found cash,Individual Contributions,621,,,TRUE
9871503,8197929,20-Apr-21,"Tuesday, April 20, 2021 at 11:18 PM",252,252,252,General Support,Cash,Monthly,Individual Contributions,252,,,FALSE
9873188,8667002,24-Apr-21,"Thursday, April 22, 2021 at 04:54 PM",76.98,76.98,76.98,General Support,Online Donation,Monthly,Individual Contributions,76.98,,,FALSE
9873195,3941259,21-Apr-21,"Thursday, April 22, 2021 at 04:58 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9873197,8670663,21-Apr-21,"Thursday, April 22, 2021 at 05:01 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9873501,6769814,22-Apr-21,"Thursday, April 22, 2021 at 09:28 PM",25.2,25.2,25.2,General Support,Online Donation,Monthly,Individual Contributions,25.2,,,FALSE
9873502,9111320,22-Apr-21,"Thursday, April 22, 2021 at 09:29 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9873535,7304963,22-Apr-21,"Thursday, April 22, 2021 at 10:54 PM",500,500,500,General Support,Check,,Individual Contributions,500,"Thursday, April 22, 2021 at 10:54 PM",,FALSE
9873539,8796400,22-Apr-21,"Thursday, April 22, 2021 at 11:03 PM",52,52,52,General Support,Cash,Community store earnings,Individual Contributions,52,,,FALSE
9873541,2378397,22-Apr-21,"Thursday, April 22, 2021 at 11:06 PM",20,20,20,General Support,Cash,Vaccine recipient,Individual Contributions,20,,,FALSE
9874756,9009967,23-Apr-21,"Friday, April 23, 2021 at 09:46 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Friday, April 23, 2021 at 09:56 PM",,FALSE
9874778,491217,23-Apr-21,"Friday, April 23, 2021 at 10:14 PM",500,500,500,General Support,Check,,Individual Contributions,500,"Friday, April 23, 2021 at 10:15 PM",,FALSE
9874787,2930120,23-Apr-21,"Friday, April 23, 2021 at 10:28 PM",2425.9,2425.9,2425.9,General Support,Check,FEMA funds,Foundations/Grants/Government,2425.9,,,TRUE
9874790,7702449,23-Apr-21,"Friday, April 23, 2021 at 10:30 PM",35,35,35,General Support,Check,,Individual Contributions,35,,,TRUE
9874795,7516801,23-Apr-21,"Friday, April 23, 2021 at 10:32 PM",200,200,200,General Support,Check,,Corporate,200,"Friday, April 23, 2021 at 10:33 PM",,FALSE
9874799,8542967,23-Apr-21,"Friday, April 23, 2021 at 10:36 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9877045,7369459,24-Apr-21,"Monday, April 26, 2021 at 05:25 PM",51.43,51.43,51.43,General Support,Online Donation,Monthly,Individual Contributions,51.43,,,FALSE
9877047,9122840,23-Apr-21,"Monday, April 26, 2021 at 05:29 PM",3000,3000,3000,General Support,Online Donation,,Individual Contributions,3000,,,FALSE
9877159,8762780,26-Apr-21,"Monday, April 26, 2021 at 08:19 PM",3000,3000,3000,General Support,Check,,Corporate,3000,"Monday, April 26, 2021 at 08:20 PM",,TRUE
9877160,6279279,26-Apr-21,"Monday, April 26, 2021 at 08:22 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9877257,8685100,26-Apr-21,"Monday, April 26, 2021 at 11:47 PM",146.7,146.7,146.7,General Support,Check,,Individual Contributions,146.7,,,TRUE
9879083,6370302,27-Apr-21,"Wednesday, April 28, 2021 at 04:48 PM",42,42,42,General Support,Online Donation,Monthly,Individual Contributions,42,,,FALSE
9879088,7716745,28-Apr-21,"Wednesday, April 28, 2021 at 04:50 PM",107.67,107.67,107.67,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,107.67,,,FALSE
9879299,8796400,28-Apr-21,"Wednesday, April 28, 2021 at 08:01 PM",23,23,23,General Support,Cash,Community store earnings,Individual Contributions,23,,,FALSE
9881359,8301586,28-Apr-21,"Friday, April 30, 2021 at 06:07 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9881621,8715102,30-Apr-21,"Friday, April 30, 2021 at 11:51 PM",20.76,20.76,20.76,General Support,Online Donation,Monthly,Individual Contributions,20.76,,,FALSE
9881624,6590912,30-Apr-21,"Friday, April 30, 2021 at 11:54 PM",37.11,37.11,37.11,General Support,Online Donation,Monthly,Individual Contributions,37.11,,,FALSE
9883982,2930120,3-May-21,"Monday, May 03, 2021 at 09:42 PM",3164.61,3164.61,3164.61,General Support,Check,FEMA funds,Foundations/Grants/Government,3164.61,,,TRUE
9883983,8542967,3-May-21,"Monday, May 03, 2021 at 09:44 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9883988,6154796,3-May-21,"Monday, May 03, 2021 at 09:46 PM",200,200,200,General Support,Check,Rent May,Churches & Clubs,200,,,TRUE
9885062,8672997,30-Apr-21,"Tuesday, May 04, 2021 at 07:56 PM",10,10,10,General Support,Online Donation,Monthly,Individual Contributions,10,,,FALSE
